通稱,name,scientificName,chineseName,attribute,described,distribution
臺灣紅榨槭,Acer morrisonense,Acer morrisonense Hayata,台灣紅榨槭,Endemic,"Deciduous trees, 10–20 m high; branches glabrous.Leaves chartaceous, shallowly 5-lobed, the middle lobe shortly ovate, acuminate at apex, the lateral lobes smaller, acute to obtuse at apex, truncate or subcordate and 5-nerved at base, roundish-ovate in outline, 5–13 cm long, 4–11 cm broad, doubly serrate, green above, glabrous beneath; petioles 3–8.5 cm long.Flowers in racemes; the peduncle to 6 cm long; pedicels short; sepals 5, elliptic, hirsute at margins; petals 5, oblong-triangular, wavy at margins; disk into glands 8; stamens 8, around and alternate to glands. Pistillate flowers 5 mm across; staminodes short, 1 mm long; anther-apex acuminate; ovary roundish in facial view, pubescent; styles 2, long, recurved toward the base.Samara yellowish brown; each semicarp with the wing 1.8–2 cm long; lower edges of two wings divaricate at angles of (90-)115–135 degree.","Taiwan:In forests at medium altitudes of 1,800–2,300 m, central ranges."
臺灣掌葉槭,Acer palmatum var. pubescens,Acer palmatum Thunb.var. pubescens Li,台灣掌葉槭,Endemic,"Small trees; young branchlets slender, white-villose-pubescent, becoming glabrescent and glabrous.Leaves deeply 7-lobed, lobes lance-oblong, acuminate, cordate and 7-nerved at base, subcordate in outline, 2.3–5.5 cm long, 3–8 cm broad, subduplicately serrate, villose especialy on the veins on both surfaces; petioles glabrous, slender, kneed at base, 1.5–3.5 cm long.Inflorescence of small corymbs, densely villose-pubescent at first; the peduncle 1- 2.5 cm long; pedicels 5–6 mm long; flowers small; sepals 4, oppositely 2-formed, ovate-oblong or lanceolate, 2–3 mm long, 1-0.5 mm broad, more or less glabrous, slightly purplish; petals 4, roundish-ovate, 1–1.5 mm long, white; disk into 4 glands, distinct; stamens 4, around and alternate to glands. Pistillate flowers; ovary densely villose. Staminate flowers 6 mm across; stamens short; anthers and filaments each ca. 1 mm long.Each semicarp of samara with the wing ca. 2.5 cm long; lower edges of two wings spreading at angles of 120–130 degree.",Taiwan:Scattered in forest at medium latitudes of central to northern parts of Taiwan.
青楓,Acer serrulatum,Acer serrulatum Hayata,青楓,Endemic,"Trees up to 20 m high; branchlets glabrous.Leaves palmately 5(very rarely 3 or 4)-lobed, lobes triangular-lanceolate to triangular-ovate, truncate to cordate at base, wholly rounded-cordate to badly orbicular in outline, 3.5–12 cm long, 4.5–16.5 cm broad, glabrous on both surfaces, veinlets reticulate, irregularly or duplicately crenate-serrate; petioles glabrous, 3–7.5 cm long, sometimes reddish on upper surfaces.Flowers small, in terminal corymbose cymes; the peduncle 3–5 cm long, glabrous; pedicels to 6 mm long; sepals 5, rounded-oblong, 2 mm long, hirsute towards the apex on outer surface, tomentose-ciliate at margins; disk into 8 lobes, thick, rounded; stamens 8, around and alternate to glands. Pistillate flowers: staminodes 5–8; anthers oblong, 1 mm long; filaments 1 mm long; ovary hirsute; styles 2, 2 mm long, connate at base. Staminate flowers 6 mm across; stamens 8, ca. 4 mm long, anthers oblong.Samara: each semicarp with the wing 1.8–2.5 cm long; lower edges of two wings divaricate at angles of (80-)105–140 degree.",Taiwan:Very common in forests at low to medium altitudes throughout the island.
,Acer tutcheri var. shimadae,,,,,
洋蓍草;絲葉蓍,Achillea millefolium,,,,,
印度牛膝;土牛膝,Achyranthes aspera var. indica,Achyranthes aspera L.var. indica L.,印度牛膝,,"Perennial herbs, 50–100 cm tall; stems terete, densely pubescent.Leaves obovate or orbicular, 3–8 cm long, 1–4 cm wide, obtuse at apex, attenuate at base; petioles 5–10 mm long.Inflorescence a terminal elongate spike, 10–50 cm long; bracts ovate, with long tips; bracteoles ovate, half as long as spines or longer; flowers sessile, deflexed in fruit; perianth 5 mm long, segments linear; stamens 5, staminodes fimbriate on upper margins.Utricles oblong, ca. 3 mm long.","World:India, Malaysia, the Philippines, China and the Ryukyus?.Taiwan:Common in fields and on hillsides throughout the island."
臺灣牛膝;紫莖牛膝,Achyranthes aspera var. rubro-fusca,Achyranthes aspera L.var. rubro-fusca (Wight) Hook. f.,台灣牛膝,,"Perennial herbs, 50–100 cm tall; stems quadrangular, nodes reddish-brown, sparsely pubescent.Leaves elliptic or oblong, 5–15 cm long, 3–8 cm wide, acute at both ends, sparsely pubescent.Inflorescence a terminal or axillary elongate spike, 10–30 cm long; bracts detoid, with long tips; bracteoles without teeth at base, basal auricles oblong, ca. 1 mm long; flowers sessile, deflexed in fruit; perianth segments 5, staminodes fimbriate on upper margins.Utricles cylindrical, ca. 4 mm long.","World:India, China(Yunan, Fukien) and the Ryukyus?Taiwan:Edges of forests and along roadsides throughout the island."
牛膝,Achyranthes bidentata,Achyranthes aspera L.var. rubro-fusca (Wight) Hook. f.,台灣牛膝,,"Perennial herbs, 50–100 cm tall; stems quadrangular, nodes reddish-brown, sparsely pubescent.Leaves elliptic or oblong, 5–15 cm long, 3–8 cm wide, acute at both ends, sparsely pubescent.Inflorescence a terminal or axillary elongate spike, 10–30 cm long; bracts detoid, with long tips; bracteoles without teeth at base, basal auricles oblong, ca. 1 mm long; flowers sessile, deflexed in fruit; perianth segments 5, staminodes fimbriate on upper margins.Utricles cylindrical, ca. 4 mm long.","World:India, China(Yunan, Fukien) and the Ryukyus?Taiwan:Edges of forests and along roadsides throughout the island."
日本牛膝,Achyranthes bidentata var. japonica,Achyranthes bidentata Bl.var. japonica Miq.,日本牛膝,,"Perennial herb attaining 50–100 cm tall; stems and branches obtusely quadrangular, nearly glabrous.Leaves opposite, petiolate, oblong, 10–20 cm long, 4–10 cm wide, acuminate at both ends, sparsely pubescent on both surfaces.Inflorescence a terminal or axillary elongate spike, 5–20 cm long, usually loosely flowered; bracts membranaceous, ovate-deltoid, half as long as perianth; bracteoles subulate, shorter than perianth, basal auricles membranaceous, whitish, orbicular; pedicel horizontal in anthesis, deflexed in fruit; perianth denticulate.Utricles oblong, ca. 2.5 mm long.","World:Widely distributed in China, the Ryukyus?, Japan and Korea and temperate and subtropical regions of southeastern Asia.Taiwan:On forest floors throughout the island."
柳葉牛膝,Achyranthes longifolia,Achyranthes longifolia (Makino) Makino,柳葉牛膝,,"Perennial herbs, 50–120 cm tall; stems and branches quadrangular, sparsely pubescent.Leaves linear-lanceolate or lanceolate, 10–20 cm long, 1–3 cm wide, membranaceous, sparsely pubescent, acuminate at both ends.Flowers in terminal or axillary elongate spikes, pedicel deflexed in fruit; spikes 5–15 cm long; bracts often with shallow teeth; bracteoles 2, hardened and spinescent, shorter than the perianth, basal suricles obtusely deltoid; perianth segments 5, linear-lanceolate, acuminate; stamens 5, shorter than perianth, connate at base, staminodes square.Utricles elliptical, ca. 2.5 mm long.",World:China and Japan and temperate and subtropical regions of southeastern Asia.Taiwan:On forest floors thoughout the island.
短舌花金鈕扣,Acmella brachyglossa,,,,,
天文草,Acmella ciliata,,,,,
印度金鈕扣;鐵拳頭,Acmella oleracea,Acmella oleracea (L.) R. K. Jansen,印度金鈕扣,,"Plants annual. Stems decumbent to usually erect, not rooting at nodes, green to red, glabrous.Petiole 2–6.4 cm long, glabrous to very sparsely pilose, narrowly winged. Leaf blade 5–10×4–8 cm, broadly ovate to deltate, base truncate to short attenuate, apex short acuminate to usually acute, usually glabrous on both surfaces, margins dentate.Peduncle 3.5–12.5 cm long, glabrous to very sparsely pilose. Heads discoid, 10.5–23.5 mm tall, 11–17 mm in diam. Receptacle 8.3–21.5 mm tall, 3.5–8.5 mm in diam. Involucral bracts 15–18, triseriate, herbaceous, entire to sinuate, sparsely ciliate; bracts of outer series 5 or 6, 5.8–7.3×2.1–2.8 mm, usually narrowly ovate to lanceolate or sometimes ovate, acute. Disc florets 400–600; corolla 2.7–3.3 mm long, yellow, 5-merous; tube 0.5–0.7 mm long, 0.2–0.4 in diameter; lobes 0.3–0.6×0.2–0.4 mm; stamens 1.4–1.7 mm long.Achenes 2–2.5×0.9–1.1 mm, moderately to densely ciliate with straight-tipped hairs. Pappus of 2 subequal bristles, longer one 0.5–1.5 mm long, shorter one 0.3–1.3 mm long.","World:Known only from cultivation worldwide.Taiwan:Cultivated for medicinal, insecticidal and horticultural purposes."
印度金鈕扣,Acmella oleraceae,,,,,
金鈕扣,Acmella paniculata,Acmella paniculata (Wall. ex DC.) R. K. Jansen,金鈕扣,Naturalized,"Glabrous annuals; stems branched, erect or ascending, to 30 cm or more tall.Leaves petiolate, ovate to ovate-lanceolate, 2–4 cm long, 1–2.5 cm broad, apex acute, base cuneate, 3-nerved, entire, coarsely or crenately serrate; petiole 1–2 cm long.Peduncle 2.5–16 cm long, sparsely pilose. Heads discoid, solitary, terminal or axillary, 8.4–12.5 mm tall, 6.9–10 mm in diam. Receptacle 5–8 mm tall, 1.1–3 mm in diam., apex acuminate. Involucral bracts 9–12, in 2-series, ovate-lanceolate, ca. 6 mm long, herbaceous, glabrous. Disc florets 90–200; tubular, minute, 4- or 5-lobed.Achenes obovoid, 3-angled, ca. 3 mm long, apex slightly depressed, margins scabrid. Pappus of 2 subequal bristles, longer one 0.5–1.1 mm long, shorter one 0.4–0.9 mm long.","World:South, southeast Asia and south ChinaTaiwan:In low open places."
沼生金鈕扣,Acmella uliginosa,Acmella uliginosa (Swartz) Cassini,沼生金鈕釦,Naturalized,"Plants annual. Stems erect to ascending or occasionally decumbent, green to red, glabrous to moderately pilose.Leaf blades 3.5-5 mm long, 10-20 mm wide, usually lanceolate to narrowly ovate or sometimes ovate, base attenuate, apex acute to acuminate, glabrous to sparsely pilose above and below, margin sinuate to dentate, sparsely ciliate, petioles 6-10 mm long, sparsely to moderately pilose, narrowly winged.Peduncles 2.3-5 cm long, 0.5-1 mm in diameter, sparsely pilose. Heads usually radiate, 6-8 mm high, 4-6 mm in diameter. Receptacle 4-5 mm high, 0.4-1 mm in diameter, apex acuminate. Phyllaries 5-6, uniseriate, herbaceous, narrowly to broadly ovate, apex rounded to acute, margin entire to irregularly dentate, sparsely to moderately ciliate. Ray florets 4-7, inconspicuous and only slightly exceeding the phyllaries; corollas 1.8-2.2 mm long, yellow to orange-yellow; tube 0.7-0.9 mm long, 0.1-0.3 mm in diameter; limb 0.9-1.2 mm long, 0.8-1 mm wide, achenes moderately to densely ciliate with straight-tipped hairs, lacking an evident cork-like margin and shoulders; pappus of 2-4 short subequal bristles, 0.3 -0.4 mm long. Disc floret corollas 1.2-1.3 mm long, yellow, 4-merous; tube 0.3-0.4 mm long, 0.2-0.3 mm in diameter; throat 0.8-1.0 mm long, 0.4-0.5 mm in diameter; lobes 0.2-0.3 mm long, 0.2 mm wide; stamens 0.6-0.9 mm long, anthers brown-black; style 0.9-1.1 mm long, the branches 0.3-0.5 mm long; achenes 1.2-1.5 mm long, 0.4-0.6 mm wide, moderately to densely ciliate with straight-tipped hairs, lacking an evident cork-like margin and shoulders; pappus of 2 sub- or unequal bristles, the longer bristle 0.4-0.7 mm long, the shorter 0.2-0.4 mm long.In tropics the species prefers wet sand, clay, loam, or gravelly soils especially in disturbed areas along roadsides, cultivated fields, marshes, streams, pastures, meadows, and forests; sea level to 1200 m. Although this species is typically erect and lacks roots at the nodes, under very wet conditions it becomes decumbent and produces nodal roots on lower portions of the stems. In Taiwan,  usually prefers growing in slightly, wet loam and gravelly soils along the roadsides, and therefore the stem nodes often bear adventitions roots. The current distributional range in altitude is from 10 to 100 m.","World:Widespread throughout the tropics, especially in the West Indies, Venezuela, Brazil, Africa, Indonesia, and Malaysia.Taiwan:All the wild populations established are found at Taipei area."
賽赤楠;肖蒲桃,Acmena acuminatissima,Acmena acuminatissima (Bl.) Merr. & Perry,賽赤楠,,"An evergreen medium tree, branchlets slightly 4-angular.Leaves opposite or sometimes subalternate, subcoriaceous to coriaceous, elliptic to ovate or obovate, cuspidato-acuminate at apex, acute or attenuate at base, 5.5–6.5 cm long, 2.5–3 cm broad, glabrous, margin entire, midrib impressed above, elevated below, lateral veins 8–10 on each side of midrib, subconspicuous; petioles 3–8 mm long.Flowers small, short-pedicelled; panicle cymose, glabrous, terminal or axillary; peduncles strongly 4-angular; calyx black when dry, tube turbinate, about 3 mm long, 2 mm broad at the apex; petals small; stamens numerous, glabrous, filaments very short, about 1 mm long, anthers globose, opening by a terminal pore.Fruit globose, glabrous, reddish purple when ripe, 1.2–1.5 cm in diameter, apex depressed. Seed coats adhering to the pericarp.","World:Southern China, Burma and Thailand to the Philippine.Taiwan:Known only from Lanyu."
蔓烏頭,Aconitum fukutomei var. formosanum,Aconitum fukutomei Hayatavar. formosanum (Tamura) Yang & Huang,蔓烏頭,Endemic,"Perennial scandent herbs, pubescent.Leaves simple, 5.3-10.5 cm long, 8.4-19.8 cm wide, palmately divided, 5-partite, pubescent on both surfaces or subglabrous on adaxial surface; petioles 2.7-5.5 cm long.Pedicels 4.5-6.8 cm long, densly velutinous. Stamens numerous; filaments winged at base, sparsely pubescent.Carpels 3-5, fusiform, sparsely pubescent or glabrous. Follicles 2-4, 1.7-2.3 cm long, sessile, glabrous or subglabrous; seeds many, with membranaceous wings on the surface.The surface of the stamens and carpels ranges from pubescent to sparsely pubescent to subglabrous, and is even sometimes glabrous. The leaf shape, and both surfaces of the leaf and leaf margin are also variable, making it difficult to distinguish species based on such characters. The surface character of the leaves, stamens and carpels vary greatly in Taiwanese . A small group of plants distributed at middle altitudes, and with a scandent habit but otherwise similar to the typical taxon, is treated as  var..","Taiwan:In woods and on slopes between 1,700 and 2,400 m in the central mountains."
臺灣烏頭,Aconitum fukutomei var. fukutomei,,,,,
石菖蒲;昌陽;堯韭,Acorus gramineus,Acorus gramineus Soland.,石菖蒲,,"Grass-like herbs; rhizome creeping, aromatic.Leaves linear, 30-45 cm long, 4-7 mm broad, apex acuminate, entire.Peduncle green, 10-15 cm long, compressed-triangular; spathe leaf-like, 14-20 cm
long, 2-4 mm broad; spadix nearly erect, narrowly cylindrical, 5-10 cm long, densely flowered, yellow; perianth segments 6, rounded at apex; anthers yellowCapsules ovoid-globose; seeds hairy at base.The aromatic rhizome is commonly used for various medicinal purposes.","World:Japan, Korea, Hainan, continental China, the Philippines, India and Indonesia.Taiwan:Among rocks along rivers, at low elevations throughout the island."
尼羅草,Acroceras macrum,,,,,
降真香,Acronychia pedunculata,Acronychia pedunculata (L.) Miq.,降真香,,"A shrub or small to rather large tree.Leaves l-foliolate, 4–30 cm long; petiole 0.5–5 cm long; leaflet blade glabrous, elliptic or elliptic-oblong to obovate or oblanceolate, 3.5–24.5 cm long, 2–8.5 cm wide, the base cuneate or sometimes rounded or attenuate, the apex obtusely acuminate or sometimes obtuse or rounded.Inflorescences few- to many-flowered, 2–25 cm long. Sepals 0.6–1.5 mm long; petals 3–11 mm long; ovary pubescent (rarely only at apex), 4-carpellate, completely syncarpous or with apical septicidal fissures; style pubescent toward base.Fruit usually rather sparsely pubescent and with a ring of dense, appressed hairs at base, but grading to tomentose or glabrous, completely syncarpous or with apical septicidal fissures, usually subglobose but grading to ellipsoid, pyriform, or broadly conical, sometimes lobed or ribbed, 5–15 mm wide, the epicarp drying 0.5–3 mm thick, with woody or subwoody mesocarp. Seeds 3–7 mm long.As seen in Taiwan,  has leaves about 7–15 cm long with the leaflet blade about 6–12 cm long and 2.5–5 cm wide. The petals are about 5–6 mm long and the fruit, which is pubescent or sparsely so, is about 7–8 mm wide.","World:Himalaya eastward to Taiwan and south to Ceylon, Java, and New Guinea.Taiwan:Lower altitude forest and borders in Taiwan."
